Number,Team,Transaction,DateTime,Empty
15904,8,New Record for Team's Most Hits (41) in 1 Game for Team 8!,2022-07-23 11:57:22 PM,
15905,11,New Record for Team's Most Penalties Minutes (21) in 1 Game for Team 11!,2022-07-23 11:57:23 PM,
15906,9,New Record for Team's Most Goals (6) in 1 Game for Team 9!,2022-07-23 11:57:26 PM,
15907,9,New Record for Team's Most Assists (11) in 1 Game for Team 9!,2022-07-23 11:57:26 PM,
15908,9,New Record for Team's Most Points (17) in 1 Game for Team 9!,2022-07-23 11:57:26 PM,
15909,24,New Record for Team's Most Penalties Minutes (18) in 1 Game for Team 24!,2022-07-23 11:57:27 PM,
15910,7,New Record for Team's Most Goals (7) in 1 Game for Team 7!,2022-07-23 11:57:33 PM,
15911,7,New Record for Team's Most Assists (11) in 1 Game for Team 7!,2022-07-23 11:57:33 PM,
15912,7,New Record for Team's Most Points (18) in 1 Game for Team 7!,2022-07-23 11:57:33 PM,
15913,7,New Record for Team's Most Hits (35) in 1 Game for Team 7!,2022-07-23 11:57:33 PM,
15914,20,New Record for Team's Most Goals (6) in 1 Game for Team 20!,2022-07-23 11:57:35 PM,
15915,20,New Record for Team's Most Assists (11) in 1 Game for Team 20!,2022-07-23 11:57:35 PM,
15916,20,New Record for Team's Most Points (17) in 1 Game for Team 20!,2022-07-23 11:57:35 PM,
15917,8,New Record for Team's Most Shots (49) in 1 Game for Team 8!,2022-07-23 11:57:35 PM,
15918,8,New Record for Team's Most Penalties Minutes (16) in 1 Game for Team 8!,2022-07-23 11:57:35 PM,
15919,17,New Record for Team's Most Shots (44) in 1 Game for Team 17!,2022-07-23 11:57:37 PM,
15920,12,New Record for Team's Most Shots Blocked (15) in 1 Game for Team 12!,2022-07-23 11:57:37 PM,
15921,5,New Record for Team's Most Shots (43) in 1 Game for Team 5!,2022-07-23 11:57:44 PM,
15922,24,New Record for Team's Most Goals (6) in 1 Game for Team 24!,2022-07-23 11:57:45 PM,
15923,24,New Record for Team's Most Assists (11) in 1 Game for Team 24!,2022-07-23 11:57:45 PM,
15924,24,New Record for Team's Most Points (17) in 1 Game for Team 24!,2022-07-23 11:57:45 PM,
15925,21,New Record for Team's Most Shots (41) in 1 Game for Team 21!,2022-07-23 11:57:49 PM,
15926,14,New Record for Team's Most Shots Blocked (17) in 1 Game for Team 14!,2022-07-23 11:57:51 PM,
15927,15,New Record for Team's Most Goals (5) in 1 Game for Team 15!,2022-07-23 11:57:52 PM,
15928,15,New Record for Team's Most Points (13) in 1 Game for Team 15!,2022-07-23 11:57:52 PM,
15929,1,New Record for Team's Most Shots (42) in 1 Game for Team 1!,2022-07-23 11:57:58 PM,
15930,12,New Record for Team's Most Shots Blocked (20) in 1 Game for Team 12!,2022-07-23 11:58:01 PM,
15931,12,New Record for Team's Most Shots Blocked (20) in 1 Game for Team 12!,2022-07-23 11:58:01 PM,
15932,22,New Record for Team's Most Goals (5) in 1 Game for Team 22!,2022-07-23 11:58:04 PM,
15933,22,New Record for Team's Most Assists (10) in 1 Game for Team 22!,2022-07-23 11:58:04 PM,
15934,22,New Record for Team's Most Points (15) in 1 Game for Team 22!,2022-07-23 11:58:04 PM,
15935,24,New Record for Team's Most Hits (40) in 1 Game for Team 24!,2022-07-23 11:58:14 PM,
15936,2,New Record for Team's Most Penalties Minutes (21) in 1 Game for Team 2!,2022-07-23 11:58:17 PM,
15937,14,New Record for Team's Most Penalties Minutes (23) in 1 Game for Team 14!,2022-07-23 11:58:23 PM,
15938,12,New Record for Team's Most Shots (42) in 1 Game for Team 12!,2022-07-23 11:58:36 PM,
15939,23,New Record for Team's Most Penalties Minutes (25) in 1 Game for Team 23!,2022-07-23 11:58:39 PM,
15940,15,New Record for Team's Most Shots Blocked (13) in 1 Game for Team 15!,2022-07-23 11:58:44 PM,
15941,2,New Record for Team's Most Shots Blocked (14) in 1 Game for Team 2!,2022-07-23 11:58:45 PM,
15942,12,New Record for Team's Most Shots (50) in 1 Game for Team 12!,2022-07-23 11:58:48 PM,
15943,15,New Record for Team's Most Goals (6) in 1 Game for Team 15!,2022-07-23 11:58:51 PM,
15944,15,New Record for Team's Most Assists (12) in 1 Game for Team 15!,2022-07-23 11:58:51 PM,
15945,15,New Record for Team's Most Points (18) in 1 Game for Team 15!,2022-07-23 11:58:51 PM,
15946,19,New Record for Team's Most Penalties Minutes (31) in 1 Game for Team 19!,2022-07-23 11:58:58 PM,
15947,12,New Record for Team's Most Penalties Minutes (21) in 1 Game for Team 12!,2022-07-23 11:58:59 PM,
15948,24,New Record for Team's Most Hits (41) in 1 Game for Team 24!,2022-07-23 11:59:02 PM,
15949,7,New Record for Team's Most Shots Blocked (18) in 1 Game for Team 7!,2022-07-23 11:59:09 PM,
15950,3,New Record for Team's Most Penalties Minutes (25) in 1 Game for Team 3!,2022-07-23 11:59:13 PM,
15951,16,New Record for Team's Most Goals (6) in 1 Game for Team 16!,2022-07-23 11:59:15 PM,
15952,16,New Record for Team's Most Assists (11) in 1 Game for Team 16!,2022-07-23 11:59:15 PM,
15953,16,New Record for Team's Most Points (17) in 1 Game for Team 16!,2022-07-23 11:59:15 PM,
15954,11,New Record for Team's Most Shots Blocked (14) in 1 Game for Team 11!,2022-07-23 11:59:19 PM,
15955,5,New Record for Team's Most Hits (44) in 1 Game for Team 5!,2022-07-23 11:59:24 PM,
15956,5,New Record for Team's Most Hits (44) in 1 Game for Team 5!,2022-07-23 11:59:24 PM,
15957,12,New Record for Team's Most Hits (41) in 1 Game for Team 12!,2022-07-23 11:59:31 PM,
15958,2,New Record for Team's Most Shots Blocked (16) in 1 Game for Team 2!,2022-07-23 11:59:45 PM,
15959,8,New Record for Team's Most Shots Blocked (21) in 1 Game for Team 8!,2022-07-23 11:59:50 PM,
15960,8,New Record for Team's Most Shots Blocked (21) in 1 Game for Team 8!,2022-07-23 11:59:50 PM,
15961,22,New Record for Team's Most Shots Blocked (16) in 1 Game for Team 22!,2022-07-23 11:59:51 PM,
15962,2,New Record for Team's Most Shots (48) in 1 Game for Team 2!,2022-07-23 11:59:54 PM,
15963,18,New Record for Team's Most Goals (8) in 1 Game for Team 18!,2022-07-23 11:59:59 PM,
15964,18,New Record for Team's Most Assists (14) in 1 Game for Team 18!,2022-07-23 11:59:59 PM,
15965,18,New Record for Team's Most Points (22) in 1 Game for Team 18!,2022-07-23 11:59:59 PM,
15966,18,New Record for Team's Most Goals (8) in 1 Game for Team 18!,2022-07-23 11:59:59 PM,
15967,18,New Record for Team's Most Assists (14) in 1 Game for Team 18!,2022-07-23 11:59:59 PM,
15968,18,New Record for Team's Most Points (22) in 1 Game for Team 18!,2022-07-23 11:59:59 PM,
15969,9,New Record for Team's Most Penalties Minutes (29) in 1 Game for Team 9!,2022-07-24 12:00:02 AM,
15970,22,New Record for Team's Most Penalties Minutes (23) in 1 Game for Team 22!,2022-07-24 12:00:02 AM,
15971,23,New Record for Team's Most Hits (33) in 1 Game for Team 23!,2022-07-24 12:00:07 AM,
15972,19,New Record for Team's Most Assists (11) in 1 Game for Team 19!,2022-07-24 12:00:07 AM,
15973,19,New Record for Team's Most Points (17) in 1 Game for Team 19!,2022-07-24 12:00:07 AM,
15974,18,New Record for Team's Most Shots (50) in 1 Game for Team 18!,2022-07-24 12:00:17 AM,
15975,4,New Record for Team's Most Penalties Minutes (22) in 1 Game for Team 4!,2022-07-24 12:00:37 AM,
15976,12,New Record for Team's Most Assists (12) in 1 Game for Team 12!,2022-07-24 12:00:42 AM,
15977,4,New Record for Team's Most Shots Blocked (14) in 1 Game for Team 4!,2022-07-24 12:00:46 AM,
15978,21,New Record for Team's Most Goals (6) in 1 Game for Team 21!,2022-07-24 12:00:54 AM,
15979,21,New Record for Team's Most Assists (12) in 1 Game for Team 21!,2022-07-24 12:00:54 AM,
15980,21,New Record for Team's Most Points (18) in 1 Game for Team 21!,2022-07-24 12:00:54 AM,
15981,23,New Record for Team's Most Shots Blocked (19) in 1 Game for Team 23!,2022-07-24 12:00:59 AM,
15982,16,New Record for Team's Most Shots Blocked (18) in 1 Game for Team 16!,2022-07-24 12:01:03 AM,
15983,10,New Record for Team's Most Shots (50) in 1 Game for Team 10!,2022-07-24 12:01:03 AM,
15984,19,New Record for Team's Most Hits (35) in 1 Game for Team 19!,2022-07-24 12:01:18 AM,
15985,23,New Record for Team's Most Hits (37) in 1 Game for Team 23!,2022-07-24 12:01:26 AM,
15986,8,New Record for Team's Most Penalties Minutes (23) in 1 Game for Team 8!,2022-07-24 12:01:30 AM,
15987,17,New Record for Team's Most Hits (37) in 1 Game for Team 17!,2022-07-24 12:01:31 AM,
15988,1,New Record for Team's Most Shots (43) in 1 Game for Team 1!,2022-07-24 12:01:34 AM,
15989,24,New Record for Team's Most Shots Blocked (16) in 1 Game for Team 24!,2022-07-24 12:01:35 AM,
15990,24,New Record for Team's Most Penalties Minutes (23) in 1 Game for Team 24!,2022-07-24 12:01:35 AM,
15991,14,New Record for Team's Most Shots Blocked (20) in 1 Game for Team 14!,2022-07-24 12:01:35 AM,
15992,12,New Record for Team's Most Penalties Minutes (22) in 1 Game for Team 12!,2022-07-24 12:01:35 AM,
15993,2,New Record for Team's Most Hits (33) in 1 Game for Team 2!,2022-07-24 12:01:39 AM,
15994,17,New Record for Team's Most Penalties Minutes (26) in 1 Game for Team 17!,2022-07-24 12:01:48 AM,
15995,10,New Record for Team's Most Goals (7) in 1 Game for Team 10!,2022-07-24 12:02:03 AM,
15996,16,New Record for Team's Most Shots (43) in 1 Game for Team 16!,2022-07-24 12:02:16 AM,
15997,7,New Record for Team's Most Hits (38) in 1 Game for Team 7!,2022-07-24 12:02:17 AM,
15998,3,New Record for Team's Most Hits (37) in 1 Game for Team 3!,2022-07-24 12:02:21 AM,
15999,13,New Record for Team's Most Shots (43) in 1 Game for Team 13!,2022-07-24 12:02:33 AM,
16000,15,New Record for Team's Most Shots Blocked (14) in 1 Game for Team 15!,2022-07-24 12:02:37 AM,
16001,15,New Record for Team's Most Penalties Minutes (19) in 1 Game for Team 15!,2022-07-24 12:02:49 AM,
16002,2,New Record for Team's Most Hits (41) in 1 Game for Team 2!,2022-07-24 12:02:49 AM,
16003,6,New Record for Team's Most Penalties Minutes (21) in 1 Game for Team 6!,2022-07-24 12:02:50 AM,
16004,1,New Record for Team's Most Assists (10) in 1 Game for Team 1!,2022-07-24 12:03:02 AM,
16005,6,New Record for Team's Most Shots (36) in 1 Game for Team 6!,2022-07-24 12:03:06 AM,
16006,22,New Record for Team's Most Shots (39) in 1 Game for Team 22!,2022-07-24 12:03:09 AM,
16007,6,New Record for Team's Most Penalties Minutes (25) in 1 Game for Team 6!,2022-07-24 12:03:18 AM,
16008,2,New Record for Team's Most Shots (60) in 1 Game for Team 2!,2022-07-24 12:03:22 AM,
16009,12,New Record for Team's Most Penalties Minutes (27) in 1 Game for Team 12!,2022-07-24 12:03:30 AM,
16010,7,New Record for Team's Most Assists (13) in 1 Game for Team 7!,2022-07-24 12:03:34 AM,
16011,7,New Record for Team's Most Points (20) in 1 Game for Team 7!,2022-07-24 12:03:34 AM,
16012,4,New Record for Team's Most Shots Blocked (16) in 1 Game for Team 4!,2022-07-24 12:03:44 AM,
16013,1,New Record for Team's Most Assists (13) in 1 Game for Team 1!,2022-07-24 12:03:57 AM,
16014,1,New Record for Team's Most Points (20) in 1 Game for Team 1!,2022-07-24 12:03:57 AM,
16015,17,New Record for Team's Most Goals (7) in 1 Game for Team 17!,2022-07-24 12:04:08 AM,
16016,17,New Record for Team's Most Points (19) in 1 Game for Team 17!,2022-07-24 12:04:08 AM,
16017,6,New Record for Team's Most Shots (43) in 1 Game for Team 6!,2022-07-24 12:04:23 AM,
16018,15,New Record for Team's Most Penalties Minutes (29) in 1 Game for Team 15!,2022-07-24 12:04:25 AM,
16019,23,New Record for Team's Most Goals (6) in 1 Game for Team 23!,2022-07-24 12:04:35 AM,
16020,23,New Record for Team's Most Assists (12) in 1 Game for Team 23!,2022-07-24 12:04:35 AM,
16021,23,New Record for Team's Most Points (18) in 1 Game for Team 23!,2022-07-24 12:04:35 AM,
16022,13,New Record for Team's Most Goals (6) in 1 Game for Team 13!,2022-07-24 12:04:38 AM,
16023,13,New Record for Team's Most Points (16) in 1 Game for Team 13!,2022-07-24 12:04:38 AM,
16024,3,New Record for Team's Most Shots Blocked (15) in 1 Game for Team 3!,2022-07-24 12:04:57 AM,
16025,20,New Record for Team's Most Shots Blocked (19) in 1 Game for Team 20!,2022-07-24 12:05:07 AM,
16026,6,Team 6 didn't make playoff for year 1.,2022-07-24 8:50:44 AM,
16027,4,Team 4 didn't make playoff for year 1.,2022-07-24 8:50:44 AM,
16028,22,Team 22 didn't make playoff for year 1.,2022-07-24 8:50:44 AM,
16029,20,Team 20 didn't make playoff for year 1.,2022-07-24 8:50:44 AM,
16030,24,Farm Team 24 didn't make playoff for year 1.,2022-07-24 8:50:44 AM,
16031,10,Farm Team 10 didn't make playoff for year 1.,2022-07-24 8:50:44 AM,
16032,16,Farm Team 16 didn't make playoff for year 1.,2022-07-24 8:50:44 AM,
16033,8,Farm Team 8 didn't make playoff for year 1.,2022-07-24 8:50:44 AM,
16034,13,Team 13 didn't make playoff for year 1.,2022-07-24 8:50:44 AM,
16035,21,Team 21 didn't make playoff for year 1.,2022-07-24 8:50:44 AM,
16036,23,Team 23 didn't make playoff for year 1.,2022-07-24 8:50:44 AM,
16037,5,Team 5 didn't make playoff for year 1.,2022-07-24 8:50:44 AM,
16038,13,Farm Team 13 didn't make playoff for year 1.,2022-07-24 8:50:44 AM,
16039,19,Farm Team 19 didn't make playoff for year 1.,2022-07-24 8:50:44 AM,
16040,1,Farm Team 1 didn't make playoff for year 1.,2022-07-24 8:50:44 AM,
16041,5,Farm Team 5 didn't make playoff for year 1.,2022-07-24 8:50:44 AM,
16042,8,Team 8 was eliminated at round 1 of year 1.,2022-07-24 10:15:54 AM,
16043,7,Farm Team 7 was eliminated at round 1 of year 1.,2022-07-24 10:15:54 AM,
16044,4,Farm Team 4 was eliminated at round 1 of year 1.,2022-07-24 10:15:54 AM,
16045,9,Team 9 was eliminated at round 1 of year 1.,2022-07-24 10:16:03 AM,
16046,17,Team 17 was eliminated at round 1 of year 1.,2022-07-24 10:16:03 AM,
16047,11,Farm Team 11 was eliminated at round 1 of year 1.,2022-07-24 10:16:03 AM,
16048,7,Team 7 was eliminated at round 1 of year 1.,2022-07-24 10:16:10 AM,
16049,12,Team 12 was eliminated at round 1 of year 1.,2022-07-24 10:16:10 AM,
16050,14,Farm Team 14 was eliminated at round 1 of year 1.,2022-07-24 10:16:10 AM,
16051,23,Farm Team 23 was eliminated at round 1 of year 1.,2022-07-24 10:16:10 AM,
16052,3,Farm Team 3 was eliminated at round 1 of year 1.,2022-07-24 10:16:10 AM,
16053,1,Team 1 was eliminated at round 1 of year 1.,2022-07-24 10:16:18 AM,
16054,2,Team 2 was eliminated at round 1 of year 1.,2022-07-24 10:16:18 AM,
16055,24,Team 24 was eliminated at round 1 of year 1.,2022-07-24 10:16:18 AM,
16056,20,Farm Team 20 was eliminated at round 1 of year 1.,2022-07-24 10:16:18 AM,
16057,12,Farm Team 12 was eliminated at round 1 of year 1.,2022-07-24 10:16:18 AM,
16058,18,Farm Team 18 was eliminated at round 2 of year 1.,2022-07-24 10:16:45 AM,
16059,15,Team 15 was eliminated at round 2 of year 1.,2022-07-24 10:16:55 AM,
16060,14,Team 14 was eliminated at round 2 of year 1.,2022-07-24 10:16:55 AM,
16061,2,Farm Team 2 was eliminated at round 2 of year 1.,2022-07-24 10:16:55 AM,
16062,19,Team 19 was eliminated at round 2 of year 1.,2022-07-24 10:17:00 AM,
16063,17,Farm Team 17 was eliminated at round 2 of year 1.,2022-07-24 10:17:00 AM,
16064,16,Team 16 was eliminated at round 2 of year 1.,2022-07-24 10:17:01 AM,
16065,15,Farm Team 15 was eliminated at round 2 of year 1.,2022-07-24 10:17:01 AM,
16066,3,Team 3 was eliminated at round 3 of year 1.,2022-07-24 10:17:16 AM,
16067,10,Team 10 was eliminated at round 3 of year 1.,2022-07-24 10:17:16 AM,
16068,22,Farm Team 22 was eliminated at round 3 of year 1.,2022-07-24 10:17:17 AM,
16069,21,Farm Team 21 was eliminated at round 3 of year 1.,2022-07-24 10:17:17 AM,
16070,11,Team 11 was eliminated at round 4 of year 1.,2022-07-24 10:17:23 AM,
16071,9,Farm Team 9 was eliminated at round 4 of year 1.,2022-07-24 10:17:23 AM,
16072,18,Team 18 are the Playoffs Champions for year 1!,2022-07-24 10:17:23 AM,
16073,6,Farm Team 6are the Farm Playoffs Champions for year 1!,2022-07-24 10:17:23 AM,
16074,23,New Record for Team's Most Shots (46) in 1 Game for Team 23!,2022-07-24 11:38:49 AM,
16075,20,New Record for Team's Most Shots (43) in 1 Game for Team 20!,2022-07-24 11:39:01 AM,
16076,17,New Record for Team's Most Penalties Minutes (27) in 1 Game for Team 17!,2022-07-24 11:39:05 AM,
16077,12,New Record for Team's Most Penalties Minutes (40) in 1 Game for Team 12!,2022-07-24 11:39:40 AM,
16078,12,New Record for Team's Most Penalties Minutes (40) in 1 Game for Team 12!,2022-07-24 11:39:40 AM,
16079,24,New Record for Team's Most Assists (12) in 1 Game for Team 24!,2022-07-24 11:39:49 AM,
16080,24,New Record for Team's Most Points (18) in 1 Game for Team 24!,2022-07-24 11:39:49 AM,
16081,24,New Record for Team's Most Shots (53) in 1 Game for Team 24!,2022-07-24 11:39:49 AM,
16082,12,New Record for Team's Most Assists (14) in 1 Game for Team 12!,2022-07-24 11:39:51 AM,
16083,12,New Record for Team's Most Points (21) in 1 Game for Team 12!,2022-07-24 11:39:51 AM,
16084,15,New Record for Team's Most Shots (39) in 1 Game for Team 15!,2022-07-24 11:39:54 AM,
16085,19,New Record for Team's Most Hits (40) in 1 Game for Team 19!,2022-07-24 11:39:59 AM,
16086,15,New Record for Team's Most Shots (40) in 1 Game for Team 15!,2022-07-24 11:40:04 AM,
16087,5,New Record for Team's Most Goals (6) in 1 Game for Team 5!,2022-07-24 11:40:13 AM,
16088,5,New Record for Team's Most Points (16) in 1 Game for Team 5!,2022-07-24 11:40:13 AM,
16089,11,New Record for Team's Most Shots (35) in 1 Game for Team 11!,2022-07-24 11:40:39 AM,
16090,14,New Record for Team's Most Penalties Minutes (25) in 1 Game for Team 14!,2022-07-24 11:40:49 AM,
16091,17,New Record for Team's Most Shots Blocked (18) in 1 Game for Team 17!,2022-07-24 11:40:52 AM,
16092,7,New Record for Team's Most Shots (43) in 1 Game for Team 7!,2022-07-24 11:41:03 AM,
16093,1,New Record for Team's Most Shots Blocked (17) in 1 Game for Team 1!,2022-07-24 11:41:25 AM,
16094,15,New Record for Team's Most Shots (41) in 1 Game for Team 15!,2022-07-24 11:41:39 AM,
16095,23,New Record for Team's Most Hits (41) in 1 Game for Team 23!,2022-07-24 11:41:45 AM,
16096,11,New Record for Team's Most Shots Blocked (15) in 1 Game for Team 11!,2022-07-24 11:41:50 AM,
16097,15,New Record for Team's Most Shots Blocked (15) in 1 Game for Team 15!,2022-07-24 11:42:29 AM,
16098,1,New Record for Team's Most Shots Blocked (19) in 1 Game for Team 1!,2022-07-24 11:42:33 AM,
16099,19,New Record for Team's Most Shots Blocked (18) in 1 Game for Team 19!,2022-07-24 11:42:34 AM,
16100,7,New Record for Team's Most Shots (52) in 1 Game for Team 7!,2022-07-24 11:42:37 AM,
16101,10,New Record for Team's Most Shots Blocked (17) in 1 Game for Team 10!,2022-07-24 11:42:43 AM,
