Number,Team,Transaction
14994,23,[2022-07-23 6:49:30 PM] - Dinislam Shapovalova was added to Team 23.
14995,23,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 23 as the 1313 overall pick in the fantasy draft.
14996,17,[2022-07-23 6:49:30 PM] - Jean-Luc Larson was added to Team 17.
14997,17,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 17 as the 1314 overall pick in the fantasy draft.
14998,15,[2022-07-23 6:49:30 PM] - Noel Theriault was added to Team 15.
14999,15,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 15 as the 1315 overall pick in the fantasy draft.
15000,3,[2022-07-23 6:49:30 PM] - Arthur Albert was added to Team 3.
15001,3,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 3 as the 1316 overall pick in the fantasy draft.
15002,7,[2022-07-23 6:49:30 PM] - Olle Kruse was added to Team 7.
15003,7,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 7 as the 1317 overall pick in the fantasy draft.
15004,10,[2022-07-23 6:49:30 PM] - Byron Kelley was added to Team 10.
15005,10,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 10 as the 1318 overall pick in the fantasy draft.
15006,16,[2022-07-23 6:49:30 PM] - Mohammad Desrochers was added to Team 16.
15007,16,[2022-07-23 6:49:30 PM] - Hugo Sandhu was picked by Team 16 as the 1319 overall pick in the fantasy draft.
15008,13,[2022-07-23 6:49:30 PM] - Jay Matheson was added to Team 13.
15009,13,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 13 as the 1320 overall pick in the fantasy draft.
15010,13,[2022-07-23 6:49:30 PM] - Aydar Mongush was added to Team 13.
15011,13,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 13 as the 1321 overall pick in the fantasy draft.
15012,16,[2022-07-23 6:49:30 PM] - Gennadiy Lebedev was added to Team 16.
15013,16,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 16 as the 1322 overall pick in the fantasy draft.
15014,10,[2022-07-23 6:49:30 PM] - Marc-Andre Jenkins was added to Team 10.
15015,10,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 10 as the 1323 overall pick in the fantasy draft.
15016,7,[2022-07-23 6:49:30 PM] - Harald Fluck was added to Team 7.
15017,7,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 7 as the 1324 overall pick in the fantasy draft.
15018,3,[2022-07-23 6:49:30 PM] - Frank Lagergren was added to Team 3.
15019,3,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 3 as the 1325 overall pick in the fantasy draft.
15020,15,[2022-07-23 6:49:30 PM] - Romchik Akimov was added to Team 15.
15021,15,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 15 as the 1326 overall pick in the fantasy draft.
15022,17,[2022-07-23 6:49:30 PM] - Glen Stone was added to Team 17.
15023,17,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 17 as the 1327 overall pick in the fantasy draft.
15024,23,[2022-07-23 6:49:30 PM] - Remi Bernard was added to Team 23.
15025,23,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 23 as the 1328 overall pick in the fantasy draft.
15026,19,[2022-07-23 6:49:30 PM] - Mika Karlberg was added to Team 19.
15027,19,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 19 as the 1329 overall pick in the fantasy draft.
15028,1,[2022-07-23 6:49:30 PM] - Marvin Fowler was added to Team 1.
15029,1,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 1 as the 1330 overall pick in the fantasy draft.
15030,22,[2022-07-23 6:49:30 PM] - Gus Leblanc was added to Team 22.
15031,22,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 22 as the 1331 overall pick in the fantasy draft.
15032,2,[2022-07-23 6:49:30 PM] - Wade Mclellan was added to Team 2.
15033,2,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 2 as the 1332 overall pick in the fantasy draft.
15034,6,[2022-07-23 6:49:30 PM] - Francois Roques was added to Team 6.
15035,6,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 6 as the 1333 overall pick in the fantasy draft.
15036,24,[2022-07-23 6:49:30 PM] - Dallas Cole was added to Team 24.
15037,24,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 24 as the 1334 overall pick in the fantasy draft.
15038,18,[2022-07-23 6:49:30 PM] - Ray Hogan was added to Team 18.
15039,18,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 18 as the 1335 overall pick in the fantasy draft.
15040,14,[2022-07-23 6:49:30 PM] - Arttu Kontkanen was added to Team 14.
15041,14,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 14 as the 1336 overall pick in the fantasy draft.
15042,5,[2022-07-23 6:49:30 PM] - Elmeri Lintula was added to Team 5.
15043,5,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 5 as the 1337 overall pick in the fantasy draft.
15044,12,[2022-07-23 6:49:30 PM] - Richard Pham was added to Team 12.
15045,12,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 12 as the 1338 overall pick in the fantasy draft.
15046,9,[2022-07-23 6:49:30 PM] - Aydar Shcherbakov was added to Team 9.
15047,9,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 9 as the 1339 overall pick in the fantasy draft.
15048,20,[2022-07-23 6:49:30 PM] - Erlan Ryzhkov was added to Team 20.
15049,20,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 20 as the 1340 overall pick in the fantasy draft.
15050,11,[2022-07-23 6:49:30 PM] - Ibrahim Lerch was added to Team 11.
15051,11,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 11 as the 1341 overall pick in the fantasy draft.
15052,21,[2022-07-23 6:49:30 PM] - Vakha Kapustin was added to Team 21.
15053,21,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 21 as the 1342 overall pick in the fantasy draft.
15054,8,[2022-07-23 6:49:30 PM] - Siegmar Eichler was added to Team 8.
15055,8,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 8 as the 1343 overall pick in the fantasy draft.
15056,4,[2022-07-23 6:49:30 PM] - Angelo Maldonado was added to Team 4.
15057,4,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 4 as the 1344 overall pick in the fantasy draft.
15058,4,[2022-07-23 6:49:30 PM] - Erik Sirois was added to Team 4.
15059,4,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 4 as the 1345 overall pick in the fantasy draft.
15060,8,[2022-07-23 6:49:30 PM] - Jason Paquette was added to Team 8.
15061,8,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 8 as the 1346 overall pick in the fantasy draft.
15062,21,[2022-07-23 6:49:30 PM] - Samvel Vorontsov was added to Team 21.
15063,21,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 21 as the 1347 overall pick in the fantasy draft.
15064,11,[2022-07-23 6:49:30 PM] - Salvatore Wyatt was added to Team 11.
15065,11,[2022-07-23 6:49:30 PM] - Bradley Jacques was picked by Team 11 as the 1348 overall pick in the fantasy draft.
15066,20,[2022-07-23 6:49:30 PM] - Esbol Chernova was added to Team 20.
15067,20,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 20 as the 1349 overall pick in the fantasy draft.
15068,9,[2022-07-23 6:49:30 PM] - Russ Stephens was added to Team 9.
15069,9,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 9 as the 1350 overall pick in the fantasy draft.
15070,12,[2022-07-23 6:49:30 PM] - Viliam Fialova was added to Team 12.
15071,12,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 12 as the 1351 overall pick in the fantasy draft.
15072,5,[2022-07-23 6:49:30 PM] - Francois Pike was added to Team 5.
15073,5,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 5 as the 1352 overall pick in the fantasy draft.
15074,14,[2022-07-23 6:49:30 PM] - Kim Tarasova was added to Team 14.
15075,14,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 14 as the 1353 overall pick in the fantasy draft.
15076,18,[2022-07-23 6:49:30 PM] - Wilfried Stahl was added to Team 18.
15077,18,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 18 as the 1354 overall pick in the fantasy draft.
15078,24,[2022-07-23 6:49:30 PM] - Wilfred Shah was added to Team 24.
15079,24,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 24 as the 1355 overall pick in the fantasy draft.
15080,6,[2022-07-23 6:49:30 PM] - Henri Leclerc was added to Team 6.
15081,6,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 6 as the 1356 overall pick in the fantasy draft.
15082,2,[2022-07-23 6:49:30 PM] - Randolph Weiss was added to Team 2.
15083,2,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 2 as the 1357 overall pick in the fantasy draft.
15084,22,[2022-07-23 6:49:30 PM] - Igor Rose was added to Team 22.
15085,22,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 22 as the 1358 overall pick in the fantasy draft.
15086,1,[2022-07-23 6:49:30 PM] - Arslan Milaya was added to Team 1.
15087,1,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 1 as the 1359 overall pick in the fantasy draft.
15088,19,[2022-07-23 6:49:30 PM] - Mark Tikhonova was added to Team 19.
15089,19,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 19 as the 1360 overall pick in the fantasy draft.
15090,23,[2022-07-23 6:49:30 PM] - Lasse Ulriksen was added to Team 23.
15091,23,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 23 as the 1361 overall pick in the fantasy draft.
15092,17,[2022-07-23 6:49:30 PM] - Troy Steeves was added to Team 17.
15093,17,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 17 as the 1362 overall pick in the fantasy draft.
15094,15,[2022-07-23 6:49:30 PM] - Wai Toews was added to Team 15.
15095,15,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 15 as the 1363 overall pick in the fantasy draft.
15096,3,[2022-07-23 6:49:30 PM] - Jan Laitinen was added to Team 3.
15097,3,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 3 as the 1364 overall pick in the fantasy draft.
15098,7,[2022-07-23 6:49:30 PM] - Lauri Hyyrylainen was added to Team 7.
15099,7,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 7 as the 1365 overall pick in the fantasy draft.
15100,10,[2022-07-23 6:49:30 PM] - Roman Hanna was added to Team 10.
15101,10,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 10 as the 1366 overall pick in the fantasy draft.
15102,16,[2022-07-23 6:49:30 PM] - Arnold Walsh was added to Team 16.
15103,16,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 16 as the 1367 overall pick in the fantasy draft.
15104,13,[2022-07-23 6:49:30 PM] - Salvatore Wall was added to Team 13.
15105,13,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 13 as the 1368 overall pick in the fantasy draft.
15106,13,[2022-07-23 6:49:30 PM] - Shaun Berthiaume was added to Team 13.
15107,13,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 13 as the 1369 overall pick in the fantasy draft.
15108,16,[2022-07-23 6:49:30 PM] - Eugene Perron was added to Team 16.
15109,16,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 16 as the 1370 overall pick in the fantasy draft.
15110,10,[2022-07-23 6:49:30 PM] - Shaun Lucas was added to Team 10.
15111,10,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 10 as the 1371 overall pick in the fantasy draft.
15112,7,[2022-07-23 6:49:30 PM] - Jimmie Murphy was added to Team 7.
15113,7,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 7 as the 1372 overall pick in the fantasy draft.
15114,3,[2022-07-23 6:49:30 PM] - Matt Tran was added to Team 3.
15115,3,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 3 as the 1373 overall pick in the fantasy draft.
15116,15,[2022-07-23 6:49:30 PM] - Yilmaz Hoch was added to Team 15.
15117,15,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 15 as the 1374 overall pick in the fantasy draft.
15118,17,[2022-07-23 6:49:30 PM] - Attila Krupova was added to Team 17.
15119,17,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 17 as the 1375 overall pick in the fantasy draft.
15120,23,[2022-07-23 6:49:30 PM] - Scott Dunlap was added to Team 23.
15121,23,[2022-07-23 6:49:30 PM] - Tyrone Zimmerman was picked by Team 23 as the 1376 overall pick in the fantasy draft.
15122,19,[2022-07-23 6:49:30 PM] - Tom Navarro was added to Team 19.
15123,19,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 19 as the 1377 overall pick in the fantasy draft.
15124,1,[2022-07-23 6:49:30 PM] - Joey Beaupre was added to Team 1.
15125,1,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 1 as the 1378 overall pick in the fantasy draft.
15126,22,[2022-07-23 6:49:30 PM] - Angus Gosselin was added to Team 22.
15127,22,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 22 as the 1379 overall pick in the fantasy draft.
15128,2,[2022-07-23 6:49:30 PM] - Brent Auclair was added to Team 2.
15129,2,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 2 as the 1380 overall pick in the fantasy draft.
15130,6,[2022-07-23 6:49:30 PM] - Ove Widmark was added to Team 6.
15131,6,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 6 as the 1381 overall pick in the fantasy draft.
15132,24,[2022-07-23 6:49:30 PM] - Jonas Seppa was added to Team 24.
15133,24,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 24 as the 1382 overall pick in the fantasy draft.
15134,18,[2022-07-23 6:49:30 PM] - Francis Houle was added to Team 18.
15135,18,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 18 as the 1383 overall pick in the fantasy draft.
15136,14,[2022-07-23 6:49:30 PM] - Leonard Smith was added to Team 14.
15137,14,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 14 as the 1384 overall pick in the fantasy draft.
15138,5,[2022-07-23 6:49:30 PM] - Reimund Henn was added to Team 5.
15139,5,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 5 as the 1385 overall pick in the fantasy draft.
15140,12,[2022-07-23 6:49:30 PM] - Guillaume Irwin was added to Team 12.
15141,12,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 12 as the 1386 overall pick in the fantasy draft.
15142,9,[2022-07-23 6:49:30 PM] - Jamie Hewitt was added to Team 9.
15143,9,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 9 as the 1387 overall pick in the fantasy draft.
15144,20,[2022-07-23 6:49:30 PM] - Andre Giles was added to Team 20.
15145,20,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 20 as the 1388 overall pick in the fantasy draft.
15146,11,[2022-07-23 6:49:30 PM] - Jean-Pierre Chapman was added to Team 11.
15147,11,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 11 as the 1389 overall pick in the fantasy draft.
15148,21,[2022-07-23 6:49:30 PM] - Batyr Tretyakova was added to Team 21.
15149,21,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 21 as the 1390 overall pick in the fantasy draft.
15150,8,[2022-07-23 6:49:30 PM] - Alfonso Fuentes was added to Team 8.
15151,8,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 8 as the 1391 overall pick in the fantasy draft.
15152,4,[2022-07-23 6:49:30 PM] - Georges Piche was added to Team 4.
15153,4,[2022-07-23 6:49:30 PM] - Lawrence Nichols was picked by Team 4 as the 1392 overall pick in the fantasy draft.
15154,4,[2022-07-23 6:49:30 PM] - Tapani Sihvonen was added to Team 4.
15155,4,[2022-07-23 6:49:30 PM] - Lawrence Nichols was picked by Team 4 as the 1393 overall pick in the fantasy draft.
15156,8,[2022-07-23 6:49:30 PM] - Greg Khan was added to Team 8.
15157,8,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 8 as the 1394 overall pick in the fantasy draft.
15158,21,[2022-07-23 6:49:30 PM] - Fabian Nystrom was added to Team 21.
15159,21,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 21 as the 1395 overall pick in the fantasy draft.
15160,11,[2022-07-23 6:49:30 PM] - Pat Gonzalez was added to Team 11.
15161,11,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 11 as the 1396 overall pick in the fantasy draft.
15162,20,[2022-07-23 6:49:30 PM] - Jonathan Brennan was added to Team 20.
15163,20,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 20 as the 1397 overall pick in the fantasy draft.
15164,9,[2022-07-23 6:49:30 PM] - Evgenij Konovalova was added to Team 9.
15165,9,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 9 as the 1398 overall pick in the fantasy draft.
15166,12,[2022-07-23 6:49:30 PM] - Yanis Shadrin was added to Team 12.
15167,12,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 12 as the 1399 overall pick in the fantasy draft.
15168,5,[2022-07-23 6:49:30 PM] - Nathan Blanchet was added to Team 5.
15169,5,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 5 as the 1400 overall pick in the fantasy draft.
15170,14,[2022-07-23 6:49:30 PM] - Ludvik Jandova was added to Team 14.
15171,14,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 14 as the 1401 overall pick in the fantasy draft.
15172,18,[2022-07-23 6:49:30 PM] - Randall Dyck was added to Team 18.
15173,18,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 18 as the 1402 overall pick in the fantasy draft.
15174,24,[2022-07-23 6:49:30 PM] - Dmitry Kholod was added to Team 24.
15175,24,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 24 as the 1403 overall pick in the fantasy draft.
15176,6,[2022-07-23 6:49:30 PM] - Jimmie Conley was added to Team 6.
15177,6,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 6 as the 1404 overall pick in the fantasy draft.
15178,2,[2022-07-23 6:49:30 PM] - Ken Aguirre was added to Team 2.
15179,2,[2022-07-23 6:49:30 PM] - Emmanuel Wise was picked by Team 2 as the 1405 overall pick in the fantasy draft.
15180,22,[2022-07-23 6:49:30 PM] - Billy Price was added to Team 22.
15181,22,[2022-07-23 6:49:30 PM] - Lorenzo Ortiz was picked by Team 22 as the 1406 overall pick in the fantasy draft.
15182,1,[2022-07-23 6:49:30 PM] - Walter Mcfarland was added to Team 1.
15183,1,[2022-07-23 6:49:30 PM] - Lorenzo Ortiz was picked by Team 1 as the 1407 overall pick in the fantasy draft.
15184,19,[2022-07-23 6:49:30 PM] - Oscar Cantin was added to Team 19.
15185,19,[2022-07-23 6:49:30 PM] - Lorenzo Ortiz was picked by Team 19 as the 1408 overall pick in the fantasy draft.
15186,23,[2022-07-23 6:49:30 PM] - Thord Oskarsson was added to Team 23.
15187,23,[2022-07-23 6:49:30 PM] - Lorenzo Ortiz was picked by Team 23 as the 1409 overall pick in the fantasy draft.
15188,17,[2022-07-23 6:49:30 PM] - Jouni Korhonen was added to Team 17.
15189,17,[2022-07-23 6:49:30 PM] - Lorenzo Ortiz was picked by Team 17 as the 1410 overall pick in the fantasy draft.
